Grade,Customer,Part_aplication,Qty-Product,Injection(Ton),Resin_plastic,Texture-Product,Cavity.Material,Core.Material,Slide-System,Lift-Core-System,Mold-Design.Type,HOT-RUNNER,Mold/Base_Order-Company,Weight(KG),Price-Rp,Status
3,BANSHU,MotorCycle,1,450 ,PP(GF20%),NO,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),1986,406000000,Mahal
3,BANSHU,MotorCycle,1,450 ,PP(GF20%),NO,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),1986,406000000,Mahal
4,KAON,Wireless,1,170 ,PC,NO,STAVAX,NAK80,YES,YES,3P PIN GATE,NOTYET,SEHYUN,590,334600000,Mahal
4,KAON,Wireless,1,170 ,ABS (V0),YES,SKD61,SKD61,NO,YES,3P PIN GATE,NOTYET,SEHYUN,484,341600000,Mahal
3,KAON,Wireless,2,100 ,XG 569C,NO,STAVAX,NAK80,YES,NO,3P PIN GATE,NOTYET,SEHYUN,196,112000000,Murah
2,KAON,Wireless,4,50 ,PC,NO,STAVAX,HP4M,NO,NO,"3P
PIN",NOTYET,SEHYUN,104,84000000,Murah
2,KAON,Wireless,4,50 ,PC,NO,STAVAX,STAVAX,YES,NO,"2P
SIDE",NOTYET,SEHYUN,72,86800000,Murah
4,LGEIN,TV-Monitor,2,1300 ,ABS         XG571,YES,HP4M,HP4,YES,YES,2P-H/R,YUDO,BUMHAN(KOREA),8372,1380694000,Murah
4,LGEIN,TV-Monitor,1,650 ,PC+ABS,NO,CENA-1,HP4,NO,YES,2P-H/R,YUDO,BUMHAN(KOREA),4848,623000000,Murah
3,EPSON,Printer,1,180 ,ABS,NO,NAK80,NAK80,YES,YES,3P PIN GATE,NOTYET,GAYA,444,303800000,Mahal
3,EPSON,Printer,1,350 ,ABS,NO,NAK80,NAK80,YES,NO,2P SIDE GATE,NOTYET,GAYA,1088,494200000,Mahal
3,EPSON,Printer,1,120 ,ABS,YES,NAK80,NAK80,NO,YES,2P SIDE GATE,NOTYET,GAYA,344,271600000,Mahal
2,EPSON,Printer,1,80 ,ABS,NO,NAK80,NAK80,YES,NO,3P PIN GATE,NOTYET,GAYA,196,233800000,Mahal
2,EPSON,Printer,1,100 ,ABS,NO,NAK80,NAK80,YES,NO,3P PIN GATE,NOTYET,GAYA,245,221200000,Mahal
2,EPSON,Printer,1,50 ,ABS,NO,NAK80,NAK80,YES,NO,3P PIN GATE,NOTYET,GAYA,132,166600000,Mahal
3,EPSON,Printer,1,220 ,XYRON,NO,SKD61,SKD61,YES,YES,3P PIN GATE,NOTYET,GAYA,606,313600000,Mahal
3,EPSON,Printer,1,220 ,PSHI,NO,NAK80,NAK80,YES,NO,2P SIDE GATE,NOTYET,SEHYUN,978,329000000,Mahal
3,EPSON,Printer,1,220 ,ABS,NO,NAK80,NAK80,NO,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),462,233800000,Murah
3,EPSON,Printer,1,350 ,PSHI,NO,NAK80,NAK80,YES,NO,2P SIDE GATE,NOTYET,SEHYUN,696,361200000,Mahal
3,EPSON,Printer,1,260 ,PSHI,NO,NAK80,NAK80,YES,YES,2P SIDE GATE,NOTYET,SEHYUN,604,379400000,Murah
3,EPSON,Printer,1,180 ,PSHI,NO,NAK80,NAK80,YES,YES,2P SIDE GATE,NOTYET,GAYA,310,236600000,Murah
2,EPSON,Printer,1,120 ,PSHI,NO,NAK80,NAK80,YES,YES,2P SIDE GATE,NOTYET,SEHYUN,444,246400000,Mahal
3,EPSON,Printer,1,210 ,PSHI,NO,NAK80,NAK80,YES,NO,2P SIDE GATE,NOTYET,SEHYUN,460,376600000,Mahal
3,EPSON,Printer,1,350 ,PSHI,NO,NAK80,NAK80,YES,NO,2P SIDE GATE,NOTYET,BUMHAN(KOREA),550,390600000,Mahal
2,EPSON,Printer,1,140 ,ABS,NO,NAK80,NAK80,YES,YES,3P PIN GATE,NOTYET,GAYA,226,205800000,Mahal
3,EPSON,Printer,1,80 ,PSHI,NO,NAK80,NAK80,YES,YES,3P PIN GATE,NOTYET,GAYA,244,219800000,Mahal
3,EPSON,Printer,1,80 ,PSHI,NO,NAK80,NAK80,YES,NO,2P SIDE GATE,NOTYET,GAYA,278,242200000,Mahal
3,EPSON,Printer,1,120 ,ABS,NO,NAK80,NAK80,YES,NO,3P PIN GATE,NOTYET,GAYA,270,225400000,Mahal
2,EPSON,Printer,1,450 ,PSHI,NO,NAK80,NAK80,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),496,214200000,Murah
2,EPSON,Printer,1,80 ,PSHI,NO,NAK80,NAK80,YES,YES,2P SIDE GATE,NOTYET,SEHYUN,330,208600000,Mahal
3,EPSON,Printer,1,260 ,PSHI,NO,NAK80,NAK80,YES,NO,2P SIDE GATE,NOTYET,BUMHAN(KOREA),650,330400000,Murah
3,EPSON,Printer,1,180 ,GPPS,NO,STAVAX,STAVAX,YES,YES,2P SIDE GATE,NOTYET,GAYA,486,245000000,Mahal
3,EPSON,Printer,1,120 ,PSHI,NO,NAK80,NAK80,YES,YES,3P PIN GATE,NOTYET,GAYA,566,278600000,Mahal
3,EPSON,Printer,1,200 ,ABS,NO,NAK80,NAK80,YES,NO,3P PIN GATE,NOTYET,SEHYUN,554,350000000,Mahal
2,EPSON,Printer,1,80 ,ABS,NO,NAK80,NAK80,YES,YES,3P PIN GATE,NOTYET,GAYA,218,182000000,Murah
2,EPSON,Printer,1,80 ,HIPS,NO,NAK80,NAK80,YES,YES,2P SIDE GATE,NOTYET,GAYA,216,320600000,Mahal
2,EPSON,Printer,1,80 ,HIPS,NO,NAK80,NAK80,YES,YES,2P SIDE GATE,NOTYET,SEHYUN,426,232400000,Mahal
2,MINDA,MotorCycle,4,150 ,PBT GF 30,NO,SKD61,SKD61,YES,NO,2P SIDE GATE,NOTYET,SEHYUN,404,189588000,Murah
2,TKI,Car,8,130 ,POM,NO,SKD61,SKD61,NO,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),598,229600000,Murah
3,EPSON,Printer,1,80 ,ABS,NO,NAK80,NAK80,NO,NO,2P SIDE GATE,NOTYET,GAYA,158,194600000,Mahal
3,EPSON,Printer,1,80 ,ABS,NO,NAK80,NAK80,NO,NO,2P SIDE GATE,NOTYET,GAYA,224,197400000,Mahal
4,LGEIN,TV-Monitor,1,650 ,ABS XG591,NO,HP4M,HP4,YES,YES,2P-H/R,YUDO,BUMHAN(KOREA),3392,693000000,Murah
4,LGEIN,TV-Monitor,1,650 ,ABS,NO,CENA-1,HP4M,YES,YES,2P-H/R,YUDO,BUMHAN(KOREA),3806,826000000,Mahal
4,LGEIN,TV-Monitor,4,450 ,ABS,NO,HP4M,HP4,NO,NO,2P-H/R,YUDO,BUMHAN(KOREA),1472,483000000,Murah
4,MPI,Car,2,1060 ,pp,NO,HP4M,HP1,YES,YES,2P-H/R,YUDO,BUMHAN(KOREA),14967,1638000000,Mahal
3,MPI,Car,2,200 ,PP,NO,HP4M,HP1,YES,NO,2P SIDE GATE,NOTYET,GAYA,874,250600000,Murah
3,EPSON,Printer,1,30 ,ABS,NO,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,152,133000000,Mahal
3,EPSON,Printer,1,30 ,ABS,NO,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,150,133000000,Mahal
3,EPSON,Printer,1,180 ,ABS,NO,NAK80,HP4M,NO,YES,2P SIDE GATE,NOTYET,GAYA,604,406000000,Mahal
3,EPSON,Printer,1,180 ,ABS,NO,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,330,364000000,Mahal
3,EPSON,Printer,1,50 ,ABS,NO,NAK80,HP4M,YES,NO,2P BANANA GATE,NOTYET,GAYA,248,212800000,Mahal
3,EPSON,Printer,1,120 ,ABS,NO,NAK80,HP4M,YES,YES,2P BANANA GATE,NOTYET,GAYA,106,156800000,Murah
3,EPSON,Printer,1,120 ,ABS,NO,NAK80,HP4M,YES,YES,2P BANANA GATE,NOTYET,GAYA,106,156800000,Murah
3,EPSON,Printer,1,120 ,ABS,NO,NAK80,HP4M,YES,YES,2P BANANA GATE,NOTYET,GAYA,106,156800000,Murah
3,EPSON,Printer,1,80 ,POM,NO,SKD61,SKD61,NO,NO,2P SIDE GATE,NOTYET,GAYA,124,126000000,Murah
2,EPSON,Printer,1,50 ,ABS,NO,NAK80,NAK80,NO,NO,2P SIDE GATE,NOTYET,GAYA,92,121800000,Mahal
3,PIOLAX,Car,16,180 ,PP,NO,NAK80,NAK80,NO,NO,2P SIDE GATE,NOTYET,SEHYUN,106,303800000,Murah
4,EPSON,Printer,1,450 ,ABS,NO,NAK80,HP4M,NO,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),604,350000000,Mahal
4,EPSON,Printer,1,450 ,ABS,NO,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),1110,609000000,Mahal
2,EPSON,Printer,1,280 ,ABS,NO,NAK80,NAK80,NO,YES,2P CURVE GATE,NOTYET,GAYA,300,259000000,Murah
2,EPSON,Printer,2,50 ,ABS,NO,NAK80,NAK80,NO,NO,2P SUBMARINE GATE,NOTYET,SEHYUN,40,75600000,Murah
2,IKPI,Car,8,50 ,PBT GF 30,NO,SKD61,SKD61,NO,NO,2P SUBMARINE,NOTYET,GAYA,72,82600000,Murah
2,GOLDEN AGIN,Watermeter,8,50 ,POM,NO,NAK80,NAK80,NO,NO,HOT SPRUE/SUB,NOTYET,GAYA,134,86800000,Murah
3,EPSON,Printer,4,80 ,POM,NO,SKD61,SKD61,NO,NO,3P PIN GATE,NOTYET,GAYA,160,166600000,Murah
3,EPSON,Printer,4,80 ,PBT,NO,SKD61,SKD61,NO,NO,3P PIN GATE,NOTYET,KISIN,150,155400000,Murah
3,EPSON,Printer,2,80 ,POM,NO,SKD61,SKD61,NO,NO,3P PIN GATE,NOTYET,GAYA,168,140000000,Murah
3,EPSON,Printer,2,80 ,POM,NO,SKD61,SKD61,NO,NO,3P PIN GATE,NOTYET,GAYA,160,138600000,Murah
3,EPSON,Printer,2,80 ,POM,NO,SKD61,SKD61,NO,NO,3P PIN GATE,NOTYET,GAYA,145,155400000,Murah
3,EPSON,Printer,2,180 ,HIPS,NO,NAK80,NAK80,NO,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),588,271600000,Murah
3,EPSON,Printer,2,170 ,HIPS,NO,NAK80,NAK80,NO,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),205,285600000,Murah
3,EPSON,Printer,2,250 ,ABS,YES,NAK80,NAK80,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),1132,460600000,Mahal
3,EPSON,Printer,2,180 ,ABS,NO,NAK80,NAK80,NO,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),662,333200000,Murah
3,EPSON,Printer,2,180 ,HIPS,NO,NAK80,NAK80,YES,NO,3P PIN GATE,NOTYET,GAYA,670,382200000,Mahal
3,EPSON,Printer,4,50 ,PBT+GF30,NO,SKD61,SKD61,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),247,152600000,Murah
3,EPSON,Printer,4,50 ,POM,NO,SKD61,SKD61,NO,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),225,159600000,Murah
3,EPSON,Printer,8,50 ,POM,NO,SKD61,SKD61,NO,NO,3P PIN GATE,NOTYET,KISIN,196,166600000,Murah
3,EPSON,Printer,1,80 ,ABS,NO,NAK80,NAK80,YES,NO,2P SIDE GATE,NOTYET,GAYA,316,231000000,Mahal
3,EPSON,Printer,1,80 ,ABS,NO,NAK80,NAK80,YES,NO,2P SIDE GATE,NOTYET,GAYA,316,228200000,Mahal
3,EPSON,Printer,1,350 ,ABS,NO,NAK80,NAK80,YES,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),1074,498400000,Mahal
3,PLASESS,Car,1,110 ,PP,NO,NAK80,NAK80,YES,NO,3P PIN GATE,NOTYET,GAYA,298,287000000,Mahal
2,PLASESS,Car,1,110 ,PP,NO,NAK80,NAK80,YES,YES,3P PIN GATE,NOTYET,GAYA,206,103600000,Murah
4,MINDA,MotorCycle,4,90 ,NYLON 6 GF 30,NO,SKD61,SKD61,NO,NO,2P THUNNEL,NOTYET,GAYA,283,183400000,Mahal
3,EPSON,Printer,1,180 ,ABS,NO,NAK80,NAK80,YES,NO,3P PIN GATE,NOTYET,GAYA,584,357000000,Mahal
3,EPSON,Printer,1,180 ,ABS,NO,NAK80,NAK80,YES,NO,3P PIN GATE,NOTYET,GAYA,355,261800000,Mahal
3,EPSON,Printer,1,260 ,ABS,NO,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),650,379400000,Mahal
3,EPSON,Printer,1,50 ,ABS,NO,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,200,161000000,Mahal
3,EPSON,Printer,1,50 ,ABS,NO,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,192,172200000,Mahal
3,EPSON,Printer,1,50 ,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,197,179200000,Mahal
3,EPSON,Printer,1,50 ,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,168,179200000,Mahal
3,EPSON,Printer,2,350 ,HIPS,NO,NAK80,NAK80,YES,NO,2P SIDE GATE,NOTYET,SEHYUN,762,317800000,Murah
4,EPSON,Printer,2,450 ,HIPS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,GAYA,1410,583800000,Murah
3,EPSON,Printer,2,75 ,PMMA,NO,STAVAX,STAVAX,YES,NO,2P SIDE GATE,NOTYET,GAYA,146,165200000,Mahal
3,EPSON,Printer,1,80 ,ABS,NO,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,340,253400000,Mahal
3,EPSON,Printer,1,180 ,ABS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),408,264600000,Mahal
3,EPSON,Printer,1,350 ,ABS,NO,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),370,278600000,Mahal
3,EPSON,Printer,2,50 ,POM,NO,SKD61,SKD61,NO,NO,3P PIN GATE,NOTYET,GAYA,136,201600000,Mahal
3,EPSON,Printer,2,50 ,POM,NO,SKD61,SKD61,YES,NO,2P SIDE GATE,NOTYET,GAYA,106,183400000,Mahal
3,EPSON,Printer,1,50 ,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,96,110600000,Murah
3,EPSON,Printer,2,50 ,ABS,NO,NAK80,HP4M,YES,YES,3P PIN GATE,NOTYET,GAYA,110,142800000,Murah
2,EPSON,Printer,2,50 ,POM,NO,SKD61,SKD61,YES,NO,3P PIN GATE,NOTYET,GAYA,174,161000000,Mahal
2,EPSON,Printer,2,50 ,PA6+GF40,NO,SKD61,SKD61,YES,NO,3P PIN GATE,NOTYET,GAYA,90,124600000,Mahal
2,EPSON,Printer,2,50 ,POM,NO,SKD61,SKD61,NO,NO,2P SIDE GATE,NOTYET,GAYA,58,114800000,Murah
2,EPSON,Printer,1,450 ,POM,NO,SKD61,SKD61,YES,YES,3P PIN GATE,NOTYET,BUMHAN(KOREA),628,357000000,Mahal
2,EPSON,Printer,1,180 ,ABS,NO,NAK80,HP4M,NO,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),850,401800000,Mahal
3,EPSON,Printer,1,450 ,ABS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),868,557200000,Mahal
3,EPSON,Printer,1,120 ,PP,NO,SKD61,SKD61,YES,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),572,358400000,Mahal
3,EPSON,Printer,1,450 ,ABS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),800,378000000,Murah
3,EPSON,Printer,1,120 ,ABS,NO,NAK80,HP4M,YES,YES,3P PIN GATE,NOTYET,GAYA,380,253400000,Mahal
2,EPSON,Printer,2,120 ,HIPS,YES,NAK80,NAK80,YES,NO,2P SUBMARINE,NOTYET,GAYA,198,166600000,Murah
3,EPSON,Printer,2,180 ,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,668,352800000,Mahal
3,EPSON,Printer,1,180 ,ABS,NO,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,846,343000000,Mahal
2,EPSON,Printer,1,50 ,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,194,193200000,Mahal
2,EPSON,Printer,1,80 ,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,330,229600000,Mahal
2,EPSON,Printer,1,80 ,PS STYRON,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,SEHYUN,258,226800000,Mahal
2,EPSON,Printer,1,180 ,PS STYRON,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,686,294000000,Mahal
3,EPSON,Printer,1,80 ,ABS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,SEHYUN,444,263200000,Mahal
2,EPSON,Printer,1,50 ,ABS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,GAYA,154,152600000,Mahal
2,EPSON,Printer,1,50 ,ABS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,SEHYUN,164,144200000,Mahal
2,EPSON,Printer,1,80 ,PS STYRON,NO,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,288,175000000,Murah
3,EPSON,Printer,1,260 ,PS STYRON,NO,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,GAYA,886,385000000,Mahal
3,EPSON,Printer,1,180 ,PS STYRON,NO,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,478,306600000,Mahal
3,EPSON,Printer,1,260 ,PS STYRON,NO,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,622,371000000,Mahal
3,EPSON,Printer,1,180 ,PS STYRON,NO,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,518,329000000,Mahal
3,EPSON,Printer,1,80 ,PS STYRON,NO,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,SEHYUN,380,249200000,Mahal
2,EPSON,Printer,1,120 ,GPPS,NO,CENA-1,CENA-1,NO,NO,2P SIDE GATE,NOTYET,SEHYUN,378,189000000,Mahal
2,EPSON,Printer,2,50 ,PSHI,NO,NAK80,NAK80,YES,NO,3P PIN GATE,NOTYET,GAYA,328,268800000,Mahal
2,EPSON,Printer,4,50 ,POM,NO,SKD61,SKD61,YES,NO,3P PIN GATE,NOTYET,GAYA,164,152600000,Murah
3,NIDEC,MotorCycle,1,150 ,PP NATURAL ,NO,NAK80,NAK80,NO,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),772,298900000,Mahal
3,NIDEC,MotorCycle,1,150 ,PP NATURAL ,NO,NAK80,NAK80,NO,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),772,248500000,Mahal
2,HONORIS,Piano,4,170 ,ABS,YES,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,GAYA,154,182000000,Murah
2,YAMAHA,Piano,1,50 ,PS BLACK STYRON,NO,NAK80,PX5,NO,NO,3P PIN GATE,NOTYET,GAYA,238,124600000,Mahal
2,YAMAHA,Piano,2,110 ,POM ,NO,NAK80,PX5,YES,NO,2P SIDE GATE,NOTYET,GAYA,224,138600000,Murah
3,YAMAHA,Piano,2,450 ,PS,YES,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,BUMHAN(KOREA),1942,473200000,Murah
3,TENMA,Speaker,1,650 ,PS,YES,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,BUMHAN(KOREA),3138,665000000,Mahal
4,MADA,MotorCycle,2,450 ,PP,NO,HP1,HP1,YES,NO,2P Direct ,YUDO,BUMHAN(KOREA),2790,660562000,Murah
4,MADA,MotorCycle,2,450 ,PP,NO,HP1,HP1,YES,YES,2P Direct ,YUDO,BUMHAN(KOREA),2790,660562000,Murah
2,MADA,MotorCycle,2,350 ,PP,NO,HP4M,HP4M,YES,NO," 2P
SIDE",NOTYET,BUMHAN(KOREA),2170,404222000,Murah
3,MADA,MotorCycle,2,350 ,PP,NO,HP4M,HP4M,YES,NO," 2P
SIDE",NOTYET,BUMHAN(KOREA),2170,404222000,Murah
2,IKPI,Car,1,50 ,ABS,YES,NAK80,NAK80,YES,YES," 2P
SIDE",NOTYET,GAYA,316,176400000,Mahal
2,IKPI,Car,2,50 ,ABS,NO,NAK80,NAK80,NO,NO," 2P
SIDE",NOTYET,GAYA,138,175000000,Murah
2,IKPI,Car,1,50 ,ABS,NO,NAK80,NAK80,YES,NO," 2P
SIDE",NOTYET,GAYA,142,172200000,Mahal
4,EDC,MotorCycle,2,850 ,PP,YES,P20,S55C,YES,YES,2P H/R,YUDO,BUMHAN(KOREA),7085,1496600000,Mahal
4,EDC,MotorCycle,2,850 ,PP,YES,P20,S55C,YES,YES,2P H/R,YUDO,BUMHAN(KOREA),7085,1496600000,Mahal
4,EDC,MotorCycle,2,850 ,PP,YES,P20,S55C,YES,YES,2P H/R,YUDO,BUMHAN(KOREA),7085,1496600000,Mahal
3,EDC,MotorCycle,2,850 ,PP,YES,P20,S55C,YES,YES,2P H/R,YUDO,BUMHAN(KOREA),5567,1166200000,Mahal
3,MINDA,MotorCycle,4,100 ,PA6,NO,SKD61,SKD61,YES,NO,2P SIDE GATE,NOTYET,GAYA,130,222600000,Murah
3,MINDA,MotorCycle,4,100 ,PA6,NO,SKD61,SKD61,YES,NO,2P SUBMARINE,NOTYET,GAYA,130,222600000,Murah
2,EPSON,Printer,2,80 ,HIPS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,194,131600000,Murah
2,EPSON,Printer,1,120 ,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),308,218400000,Mahal
2,EPSON,Printer,1,120 ,ABS,NO,NAK80,HP4M,YES,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),314,292600000,Mahal
3,TOA,Speaker,1,300 ,ABS,NO,NAK80,NAK80,NO,NO,3P PIN GATE,NOTYET,GAYA,1120,435400000,Mahal
3,MINDA,MotorCycle,8,90 ,POM ,NO,SKD61,SKD61,NO,NO,2P SUBMARINE,NOTYET,GAYA,434,261800000,Murah
3,EPSON,Printer,1,80 ,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,142,112000000,Murah
3,EPSON,Printer,1,80 ,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,118,112000000,Murah
2,EPSON,Printer,1,30 ,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,84,84000000,Mahal
3,AUTOPLASTIK,Car,2,160 ,ABS-ASA,NO,NAK80,HP4M,YES,YES,2P H/R,NOTYET,GAYA,792,319200000,Mahal
3,AUTOPLASTIK,Car,2,160 ,PP HPP-IN2,YES,P20,S55C,YES,YES,2P SUBMARINE,NOTYET,BUMHAN(KOREA),552,331800000,Mahal
3,AUTOPLASTIK,Car,2,160 ,PP HPP-IN2,YES,P20,S55C,YES,YES,2P SUBMARINE,NOTYET,BUMHAN(KOREA),524,320600000,Mahal
3,AUTOPLASTIK,Car,2,80 ,PP HPP-IN2,NO,P20,S55C,YES,YES,2P SUBMARINE,NOTYET,BUMHAN(KOREA),182,208600000,Murah
3,AUTOPLASTIK,Car,1,210 ,PP+GF20,NO,SKD61,SKD61,YES,NO,2P SIDE GATE,NOTYET,GAYA,848,390600000,Mahal
4,THAI SUMMIT,Car,1,450 ,PP-TD25,YES,HP4M,HP4M,YES,YES,2P HR  (Tunnel),YUDO,BUMHAN(KOREA),2889,646800000,Mahal
4,EPSON,Printer,1,550 ,HIPS,NO,NAK80,HP4M,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),1198,497000000,Murah
3,EPSON,Printer,1,350 ,HIPS,NO,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,BUMHAN(KOREA),642,345800000,Mahal
4,EPSON,Printer,1,450 ,HIPS,NO,NAK80,HP4M,YES,YES,3P PIN GATE,NOTYET,BUMHAN(KOREA),468,378000000,Mahal
3,EPSON,Printer,1,450 ,ABS,NO,NAK80,HP4M,NO,NO,2P SIDE GATE,NOTYET,BUMHAN(KOREA),734,460600000,Mahal
4,EPSON,Printer,1,650 ,ABS,NO,NAK80,HP4M,YES,YES,3P PIN GATE,NOTYET,BUMHAN(KOREA),2186,826000000,Mahal
3,EPSON,Printer,1,170 ,HIPS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),313,259000000,Mahal
2,EPSON,Printer,2,50 ,PA66,NO,NAK80,NAK80,YES,NO,2P SUBMARINE,NOTYET,SEHYUN,82,180600000,Murah
3,TENMA,Printer,4,120 ,ABS,YES,NAK80,NAK80,NO,NO,2P HR / SUB,YUDO,SEHYUN,955,336000000,Murah
3,EPSON,Printer,1,80 ,POM,NO,SKD61,SKD61,NO,NO,3P PIN GATE,NOTYET,GAYA,424,203000000,Mahal
3,EPSON,Printer,1,80 ,POM,NO,SKD61,SKD61,NO,NO,3P PIN GATE,NOTYET,GAYA,471,190400000,Mahal
3,EPSON,Printer,1,180 ,ABS,NO,NAK80,HP4M,YES,YES,3P PIN GATE,NOTYET,BUMHAN(KOREA),604,413000000,Mahal
3,EPSON,Printer,2,180 ,ABS,NO,NAK80,HP4M,YES,YES,2P SUBMARINE,NOTYET,GAYA,480,327600000,Mahal
3,EPSON,Printer,1,180 ,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,BUMHAN(KOREA),565,389200000,Mahal
3,EPSON,Printer,1,180 ,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,322,294000000,Mahal
3,EPSON,Printer,2,50 ,ABS,NO,NAK80,HP4M,NO,NO,3P PIN GATE,NOTYET,GAYA,110,127400000,Murah
3,EPSON,Printer,1,50 ,ABS,NO,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,304,246400000,Mahal
3,EPSON,Printer,1,50 ,ABS,NO,NAK80,HP4M,YES,NO,2P SIDE GATE,NOTYET,GAYA,306,246400000,Mahal
2,EPSON,Printer,1,300 ,HIPS,NO,NAK80,HP4M,NO,YES,3P PIN GATE,NOTYET,BUMHAN(KOREA),372,313600000,Murah
2,EPSON,Printer,2,30 ,POM,NO,SKD61,SKD61,NO,NO,2P SIDE GATE,NOTYET,GAYA,45,78400000,Murah
3,YAMAHA,Piano,1,180 ,PS RESIN BLACK 4384K -X4190TB ( WR 84190),YES,NAK80,PX5,YES,NO,2P SIDE GATE,NOTYET,BUMHAN(KOREA),856,259000000,Mahal
2,YAMAHA,Piano,2,180 ,ABS TOYOLAC T700X01 BLACK ( ZK27220 ),YES,NAK80,PX5,NO,NO,2P JUMP GATE,NOTYET,BUMHAN(KOREA),425,182000000,Murah
4,RPT,Car,2,350 ,ABS,NO,NAK80,HP4M,YES,YES,2P SLIDER,NOTYET,PJM,2210,684600000,Mahal
3,THAI SUMMIT,Car,1,160 ,"PP-TD25 MM755H
",YES,HP4M,HP4M,YES,YES,2P SIDE GATE,NOTYET,BUMHAN(KOREA),358,200200000,Mahal
